,price,place,built,sqft,sale,yearsOld,floor,totalFloor,bhk
725,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2561,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2292,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2870,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1970,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1424,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2044,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
106,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
970,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
307,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
721,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2392,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1108,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1907,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2932,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
302,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
385,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1713,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
376,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
737,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
286,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
810,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1154,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2714,47500000,Rajaji Nagar,Super built-up  Area,3526,Resale,5,17,29,17
1429,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2836,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2526,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
194,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
155,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2657,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2532,39000000,Frazer Town,Super built-up  Area,4856,Resale,10,3,4,3
350,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
73,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
943,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
826,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
924,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2069,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2428,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
865,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1332,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
96,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
580,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1538,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1695,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2131,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
761,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1992,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2072,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
610,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2708,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
618,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1522,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1625,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
851,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
35,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
129,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
745,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
237,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
507,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2051,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
34,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1032,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2495,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2265,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2026,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
233,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
835,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2305,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
777,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2870,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
544,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
221,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1435,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1135,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2919,6600000,Gunjur,Super built-up  Area,1356,Resale,5,1,4,1
2702,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
859,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1135,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2730,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1455,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2729,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1455,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
369,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2748,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
267,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1672,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2085,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
558,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1972,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1591,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2192,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1189,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2793,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2134,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1568,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2037,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1865,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
368,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2107,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1887,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2013,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
836,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1895,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
768,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1719,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2109,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1402,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
701,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1488,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1686,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2581,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
577,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1199,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2663,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
689,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2220,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1459,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
731,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
791,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
948,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
256,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1099,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
630,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2909,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
342,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1547,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2250,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1476,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1469,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2518,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1525,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2295,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2330,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
153,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2005,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1021,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1374,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1818,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2175,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1977,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2019,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2013,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
136,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1155,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
414,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1057,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1077,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1131,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
117,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1143,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1378,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2555,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
405,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1907,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2601,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1745,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2448,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1964,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1362,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1833,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
334,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2539,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2775,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1540,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2779,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
954,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
22,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1371,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2454,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2533,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1138,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2108,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2841,32500000,Sarakki Nagar,Super built-up  Area,2500,Resale,5,2,5,2
1388,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
492,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1814,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
579,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2657,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2135,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1688,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2624,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
599,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
277,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2761,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
498,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2180,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
841,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
390,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
282,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
192,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
524,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2126,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
158,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2574,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1658,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
494,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
294,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1631,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2063,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2739,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1905,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1088,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
522,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2194,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2165,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
321,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2214,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
9,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
928,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
509,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
863,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2242,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2144,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2114,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1648,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
722,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
925,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
168,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
17,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1217,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1274,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
23,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2207,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2415,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2920,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1218,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2207,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1245,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1772,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2778,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
383,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1414,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2446,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2579,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
501,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
699,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
273,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1428,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
417,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
643,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1166,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
669,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1009,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
615,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2358,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2393,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2358,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
30,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2029,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1662,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1969,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
190,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2534,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1082,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1939,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1349,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2673,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1343,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1767,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
199,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1388,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
430,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1308,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
442,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1430,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1974,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2584,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
139,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2483,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
297,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2360,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1654,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1754,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2528,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1276,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
842,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2566,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1234,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2795,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1487,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1190,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1367,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
580,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2387,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
812,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2861,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
520,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2430,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2433,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1352,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1602,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1586,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1026,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2852,32500000,Sarakki Nagar,Super built-up  Area,2500,Resale,5,2,5,2
696,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
890,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
677,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
